ID_hecho,FECHA,AAAA,MM,DD,HORA,HH,LUGAR_DEL_HECHO,COMUNA,pos x,pos y,ROL,PARTICIPANTES,VICTIMA,ACUSADO,EDAD_victima,FECHA_FALLECIMIENTO
2017-0118,2017-09-22,2017,9,22,07:02:09,7,VIEYTES Y CRUZ,4,-58.37585415,-34.65232158,PASAJERO_ACOMPAÑANTE,MOTO-AUTO,MOTO,AUTO,26.0,2017-09-29
2017-0120,2017-10-02,2017,10,2,15:55:33,15,AU DELLEPIANE Y AV. ESCALADA,9,-58.47297505,-34.66245085,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,20.0,2017-10-02
2017-0123,2017-10-10,2017,10,10,01:05:38,1,ALBARIÑO Y AV. ARGENTINA,8,-58.46855503,-34.67216349,PEATON,PEATON-AUTO,PEATON,AUTO,36.0,2017-10-10
2017-0124,2017-10-12,2017,10,12,14:40:28,14,JUAN RAMIREZ DE VELAZCO 1211,15,-58.44254033,-34.59185043,CONDUCTOR,MOTO-PASAJEROS,MOTO,PASAJEROS,51.0,2017-10-12
2017-0125,2017-10-13,2017,10,13,06:12:20,6,AV. FERNANDEZ DE LA CRUZ Y LARRAYA,8,-58.46622247,-34.67926929,CONDUCTOR,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,29.0,2017-10-13
2017-0126,2017-10-14,2017,10,14,06:15:00,6,AV. RIESTRA Y CAÑADA DE GOMEZ,8,-58.48003734,-34.68148508,PASAJERO_ACOMPAÑANTE,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,39.0,
2017-0126,2017-10-14,2017,10,14,06:15:00,6,AV. RIESTRA Y CAÑADA DE GOMEZ,8,-58.48003734,-34.68148508,CONDUCTOR,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,36.0,2017-10-14
2017-0127,2017-10-16,2017,10,16,07:45:00,7,GALLO Y AV. CORDOBA,2,-58.41192137,-34.59800248,PASAJERO_ACOMPAÑANTE,MOTO-MOTO,MOTO,MOTO,24.0,2017-10-16
2017-0128,2017-10-17,2017,10,17,12:30:00,12,DR. JUAN F. ARANGUREN 611,6,-58.44034689,-34.61349731,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,60.0,2017-10-17
2017-0129,2017-10-26,2017,10,26,19:15:15,19,AU PERITO MORENO Y AU 25 DE MAYO,9,-58.47155277,-34.64925746,CONDUCTOR,MOTO-PASAJEROS,MOTO,PASAJEROS,57.0,2017-10-26
2017-0130,2017-10-27,2017,10,27,05:30:00,5,CHORROARIN Y AV. SAN MARTIN,15,-58.47883099,-34.59967065,CONDUCTOR,AUTO-CARGAS,AUTO,CARGAS,23.0,2017-10-27
2017-0132,2017-10-30,2017,10,30,14:00:00,14,COSQUIN Y AV. CNEL. ROCA,8,-58.46552171,-34.69374130,CONDUCTOR,MOTO-PASAJEROS,MOTO,PASAJEROS,23.0,2017-10-30
2017-0134,2017-11-06,2017,11,6,18:00:00,18,AV. CNEL. ROCA 3555,8,-58.44239720,-34.66777987,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,47.0,2017-11-06
2017-0135,2017-11-07,2017,11,7,12:14:10,12,AV. WARNES Y PUNTA ARENAS,15,-58.47032551,-34.59626814,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,24.0,2017-11-07
2017-0136,2017-11-16,2017,11,16,08:43:00,8,DEL BARCO CENTENERA Y RABANAL,4,-58.41827843,-34.65522746,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,55.0,2017-11-16
2017-0137,2017-11-17,2017,11,17,11:45:00,11,AV. GRAL. ENRIQUE MOSCONI Y SAN NICOLAS,11,-58.51280715,-34.59279388,PEATON,PEATON-CARGAS,PEATON,CARGAS,60.0,2017-11-17
2017-0138,2017-11-19,2017,11,19,10:30:00,10,AV. LAFUENTE Y AV. EVA PERON,7,-58.46258582,-34.64385704,PASAJERO_ACOMPAÑANTE,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,25.0,2017-11-19
2017-0139,2017-11-19,2017,11,19,22:30:00,22,AV. CNEL. ROCA Y AV. ESCALADA,8,-58.45064148,-34.68003614,PASAJERO_ACOMPAÑANTE,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,15.0,2017-11-19
2017-0140,2017-11-19,2017,11,19,23:22:17,23,AU ARTURO FRONDIZI PKM 3100,4,.,.,CONDUCTOR,MOTO-PASAJEROS,MOTO,PASAJEROS,24.0,2017-11-19
2017-0141,2017-11-23,2017,11,23,19:45:00,19,AV. LA PLATA Y AV. PEDRO GOYENA,6,-58.42717783,-34.62513374,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,22.0,2017-11-23
2017-0143,2017-11-25,2017,11,25,21:45:00,21,TRELLES Y GRAL. CESAR DIAZ,11,-58.46442001,-34.60724519,CONDUCTOR,AUTO-PASAJEROS,AUTO,PASAJEROS,50.0,2017-11-25
2017-0144,2017-11-26,2017,11,26,06:45:00,6,AV. CNEL. ROCA Y COLECTORA AV. GRAL. PAZ,8,-58.47064556,-34.69843756,PASAJERO_ACOMPAÑANTE,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,50.0,2017-11-26
2017-0145,2017-11-26,2017,11,26,17:05:00,17,MAZA Y DON BOSCO,5,-58.41677733,-34.61223119,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,58.0,2017-11-26
2017-0147,2017-11-28,2017,11,28,11:15:00,11,AV. GRAL. PAZ Y AV. EVA PERON,9,-58.50251790,-34.67450313,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,49.0,2017-11-28
2017-0148,2017-11-29,2017,11,29,10:45:00,10,AV. SAN JUAN Y LA RIOJA,3,-58.40708125,-34.62438894,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,82.0,2017-11-29
2017-0149,2017-11-30,2017,11,30,12:20:00,12,AV. PASEO COLON Y MEXICO,1,-58.36947198,-34.61477051,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,13.0,2017-11-30
2017-0150,2017-12-04,2017,12,4,01:15:00,1,AV. RIVADAVIA Y MIRALLA,9,-58.51140889,-34.63934531,PEATON,PEATON-AUTO,PEATON,AUTO,56.0,2017-12-04
2017-0151,2017-12-04,2017,12,4,02:15:00,2,VIEYTES Y LUJAN,4,-58.37460912,-34.65559133,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,,2017-12-04
2017-0152,2017-12-06,2017,12,6,17:30:00,17,CACHI Y TRAFUL,4,-58.41146277,-34.65073916,CICLISTA,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,19.0,2017-12-06
2017-0153,2017-12-11,2017,12,11,02:00:00,2,ROSARIO Y AV. LA PLATA,6,-58.42855267,-34.61829385,PASAJERO_ACOMPAÑANTE,MOTO-PASAJEROS,MOTO,PASAJEROS,,2017-12-12
2017-0153,2017-12-11,2017,12,11,02:00:00,2,ROSARIO Y AV. LA PLATA,6,-58.42855267,-34.61829385,CONDUCTOR,MOTO-PASAJEROS,MOTO,PASAJEROS,30.0,2017-12-12
2017-0154,2017-12-11,2017,12,11,09:15:00,9,AV. ENTRE RIOS Y AV. CASEROS ,4,-58.39035581,-34.63412287,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,76.0,2017-12-11
2017-0155,2017-12-12,2017,12,12,21:25:41,21,AV. RIVADAVIA 6350,7,-58.45593915,-34.62656868,SD,SD-MOTO,SD,MOTO,77.0,
2017-0157,2017-12-17,2017,12,17,09:02:00,9,AV. GRAL. PAZ Y HUMAITA,9,-58.52866211,-34.64597065,CONDUCTOR,AUTO-PASAJEROS,AUTO,PASAJEROS,53.0,2017-12-17
2017-0158,2017-12-18,2017,12,18,21:30:00,21,GUALEGUAYCHU Y COLECTORA AV. GRAL PAZ,11,-58.52037476,-34.59407024,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,32.0,2017-12-18
2017-0159,2017-12-20,2017,12,20,04:31:27,4,AV. INDEPENDENCIA Y VIRREY CEVALLOS,1,-58.38896772,-34.61799615,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,27.0,2017-12-20
2017-0160,2017-12-22,2017,12,22,13:15:00,13,AV. NAZCA 365,7,-58.47074114,-34.62771756,PEATON,PEATON-MOTO,PEATON,MOTO,30.0,2017-12-22
2017-0161,2017-12-26,2017,12,26,15:30:00,15,AV. EVA PERON 5249,9,-58.48200819,-34.65969965,PEATON,PEATON-AUTO,PEATON,AUTO,30.0,2017-12-26
2018-0001,2018-01-01,2018,1,1,22:50:00,22,San Juan Av. Y Rincón,3,-58.39536773,-34.62297346,PEATON,PEATON-MOTO,PEATON,MOTO,83.0,2018-01-02
2018-0002,2018-01-03,2018,1,3,16:40:00,16,Peru 937,1,-58.37456088,-34.61895467,CICLISTA,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,26.0,2018-01-03
2018-0003,2018-01-05,2018,1,5,10:12:00,10,"Pueyrredon, Honorio, Dr. Av. y Galicia",15,-58.44860217,-34.60395657,PEATON,MULTIPLE,PEATON,MULTIPLE,58.0,2018-01-05
2018-0004,2018-01-09,2018,1,9,09:40:00,9,Del Libertador Av. y Manzanares,13,-58.46129513,-34.54332766,CONDUCTOR,MULTIPLE,MOTO,MULTIPLE,39.0,2018-01-09
2018-0005,2018-01-09,2018,1,9,22:30:00,22,Paseo Colon Av. 1019,1,-58.36907201,-34.61953517,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,54.0,2018-01-09
2018-0006,2018-01-10,2018,1,10,21:15:00,21,Valle y Barco Centenera Del,6,-58.44062219,-34.62499107,CICLISTA,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,45.0,2018-01-10
2018-0007,2018-01-11,2018,1,11,02:30:00,2,AU Perito Moreno  KM 0.6,9,-58.52502765,-34.63601265,CONDUCTOR,AUTO-AUTO,AUTO,AUTO,46.0,2018-01-11
2018-0008,2018-01-12,2018,1,12,17:50:00,17,"Huergo, Ing. Av. e Independencia Av.",1,-58.36659655,-34.61687778,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,32.0,2018-01-12
2018-0009,2018-01-14,2018,1,14,02:00:00,2,"Pilcomayo y Brown, Alte. Av.",4,-58.36737389,-34.62763661,CONDUCTOR,MOTO-MOTO,MOTO,MOTO,19.0,2018-01-14
2018-0010,2018-01-18,2018,1,18,05:10:00,5,"Cervantes y Belaustegui, Luis, Dr.",10,-58.49807953,-34.63038658,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,40.0,2018-01-18
2018-0011,2018-01-19,2018,1,19,10:30:00,10,Callao y Vte. Lopez,2,-58.39092703,-34.59088447,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,84.0,2018-01-19
2018-0012,2018-01-26,2018,1,26,13:30:00,13,"Oliden y Chilavert, Martiniano, Coronel",8,-58.46912006,-34.68049201,CONDUCTOR,MOTO-PASAJEROS,MOTO,PASAJEROS,20.0,2018-01-26
2018-0013,2018-01-28,2018,1,28,08:15:00,8,Congreso Av. y Galvan,12,-58.48661286,-34.56786129,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,44.0,2018-01-28
2018-0014,2018-01-31,2018,1,31,20:00:00,20,"Moreno, Perito Av. y Rivera Indarte",7,-58.44074927,-34.65080597,PEATON,PEATON-MOTO,PEATON,MOTO,,2018-02-04
2018-0015,2018-02-06,2018,2,6,01:00:00,1,Australia Av. 2800,4,-58.38636298,-34.64684275,CONDUCTOR,MOTO-PASAJEROS,MOTO,PASAJEROS,28.0,2018-02-06
2018-0015,2018-02-06,2018,2,6,01:00:00,1,Australia Av. 2800,4,-58.38636298,-34.64684275,PASAJERO_ACOMPAÑANTE,MOTO-PASAJEROS,MOTO,PASAJEROS,19.0,2018-02-06
2018-0016,2018-02-15,2018,2,15,10:15:00,10,"Del Libertador Av. y Ramos Mejia, Jose Maria, Dr. Av.",1,-58.37533517,-34.59276462,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,31.0,2018-02-15
2018-0017,2018-02-17,2018,2,17,04:15:00,4,San Pedrito Av. y Rivadavia Av.,7,-58.46963952,-34.63070603,PEATON,PEATON-AUTO,PEATON,AUTO,35.0,2018-02-20
2018-0018,2018-02-17,2018,2,17,07:15:00,7,"Isabel La Catolica y Salvadores, Cnel.",4,-58.37207554,-34.64543658,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,26.0,2018-02-17
2018-0019,2018-02-17,2018,2,17,12:30:00,12,Las Heras General Av. y Callao Av.,2,-58.39189441,-34.59176378,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,80.0,2018-02-17
2018-0020,2018-02-19,2018,2,19,22:00:00,22,Fernandez de la Cruz Subida AU Héctor J. Cámpora,8,-58.45012957,-34.66518343,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,26.0,2018-02-19
2018-0021,2018-02-22,2018,2,22,10:45:00,10,AMANCIO ALCORTA Y ZAVALETA,4,-58.40184094,-34.64546845,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,62.0,2018-02-22
2018-0022,2018-02-24,2018,2,24,00:00:00,0,"Montes De Oca, Manuel y Olavarria",4,-58.37441153,-34.63966783,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,28.0,2018-02-24
2018-0023,2018-02-24,2018,2,24,06:00:00,6,Barco Centenera Del y Rosario,6,-58.44110156,-34.62082399,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,28.0,2018-02-24
2018-0024,2018-02-28,2018,2,28,23:00:00,23,Alvarez Thomas Av. y Donado,15,-58.47087351,-34.57827342,PEATON,PEATON-CARGAS,PEATON,CARGAS,70.0,2018-02-28
2018-0025,2018-03-04,2018,3,4,22:30:00,22,Av. Avellaneda y Av. Boyacá,7,-58.45962210,-34.62245140,PEATON,PEATON-AUTO,PEATON,AUTO,70.0,2018-03-05
2018-0026,2018-03-09,2018,3,9,04:45:00,4,"Rabanal, Francisco, Intendente Av. y Saenz Av.",4,-58.41657793,-34.65476216,CONDUCTOR,MOVIL-CARGAS,MOVIL,CARGAS,24.0,2018-03-09
2018-0026,2018-03-09,2018,3,9,04:45:00,4,"Rabanal, Francisco, Intendente Av. y Saenz Av.",4,-58.41657793,-34.65476216,PASAJERO_ACOMPAÑANTE,MOVIL-CARGAS,MOVIL,CARGAS,30.0,2018-03-09
2018-0027,2018-03-11,2018,3,11,23:00:00,23,Castro y Rondeau,5,-58.41911301,-34.63722107,PEATON,PEATON-MOTO,PEATON,MOTO,74.0,2018-03-11
2018-0028,2018-03-13,2018,3,13,15:45:00,15,"Bilbao, Francisco Av. y Azul",9,-58.47120586,-34.64251042,PEATON,PEATON-CARGAS,PEATON,CARGAS,71.0,2018-03-13
2018-0029,2018-03-15,2018,3,15,18:00:00,18,Nazca Av. y Gaona Av.,11,-58.47418944,-34.62049672,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,26.0,2018-03-15
2018-0030,2018-03-20,2018,3,20,01:30:00,1,Plaza y Alvarez Thomas Av.,15,-58.46720441,-34.57905579,CONDUCTOR,MOTO-MOTO,MOTO,MOTO,24.0,2018-03-20
2018-0031,2018-03-28,2018,3,28,10:15:00,10,"Gaona Av. y Artigas, Jose Gervasio, Gral.",11,-58.46909362,-34.61779710,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,31.0,2018-03-28
2018-0032,2018-04-02,2018,4,2,13:00:00,13,Cabildo Av. y Aguilar,13,-58.44704343,-34.56888640,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,70.0,2018-04-02
2018-0033,2018-04-07,2018,4,7,07:30:00,7,Camarones y Lope De Vega Av.,10,-58.50535541,-34.62902048,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,42.0,2018-04-10
2018-0034,2018-04-11,2018,4,11,18:15:00,18,Santa Fe Av. 2320,2,-58.40021675,-34.59522198,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,24.0,2018-04-11
2018-0035,2018-04-12,2018,4,12,16:45:00,16,Av. Rivadavia 6950,7,-58.46325991,-34.62919627,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,39.0,2018-04-12
2018-0036,2018-04-13,2018,4,13,23:15:00,23,Av. San Martín y Argerich,15,-58.49471482,-34.59694755,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,37.0,2018-04-15
2018-0037,2018-04-18,2018,4,18,18:45:00,18,"Cordoba Av. y Uriburu Jose E., Pres.",2,-58.39872610,-34.59975962,PEATON,PEATON-CARGAS,PEATON,CARGAS,84.0,2018-04-19
2018-0038,2018-04-20,2018,4,20,17:10:00,17,AV. RIVADAVIA 1571,1,-58.38872177,-34.60885045,PEATON,PEATON-AUTO,PEATON,AUTO,59.0,2018-04-20
2018-0038,2018-04-20,2018,4,20,17:10:00,17,AV. RIVADAVIA 1571,1,-58.38872177,-34.60885045,PEATON,PEATON-AUTO,PEATON,AUTO,61.0,2018-04-20
2018-0039,2018-04-21,2018,4,21,22:15:00,22,AUTOPISTA LUGONES KM 4.7,14,.,.,PEATON,PEATON-AUTO,PEATON,AUTO,37.0,2018-04-21
2018-0040,2018-04-27,2018,4,27,11:00:00,11,Ramon Freire y Virrey Olaguer y Feliu,13,-58.45686132,-34.57305993,PEATON,PEATON-CARGAS,PEATON,CARGAS,,2018-04-27
2018-0041,2018-04-27,2018,4,27,13:30:00,13,"La Plata Av. y Fernandez De La Cruz, F., Gral. Av.",4,-58.42281627,-34.64282424,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,78.0,2018-04-27
2018-0042,2018-04-27,2018,4,27,18:43:00,18,BRANDSEN y PERDRIEL,4,-58.38666024,-34.63953396,PASAJERO_ACOMPAÑANTE,MOTO-CARGAS,MOTO,CARGAS,23.0,2018-04-27
2018-0043,2018-04-28,2018,4,28,06:30:00,6,"Vilardebo, Teodoro y Alvarez Jonte Av.",11,-58.49122843,-34.61207587,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,25.0,2018-04-29
2018-0044,2018-04-28,2018,4,28,09:00:00,9,Alberti e Independencia Av.,3,-58.40098306,-34.61866627,PEATON,PEATON-AUTO,PEATON,AUTO,50.0,2018-04-28
2018-0045,2018-04-30,2018,4,30,07:00:00,7,Alvarez Thomas Av. 879,13,-58.45448963,-34.57916920,CONDUCTOR,AUTO-CARGAS,AUTO,CARGAS,60.0,2018-04-30
2018-0046,2018-05-02,2018,5,2,03:15:00,3,Av. Gral. Paz y Av. Rivadavia,9,-58.52927982,-34.63931752,PEATON,PEATON-AUTO,PEATON,AUTO,11.0,2018-05-02
2018-0047,2018-05-08,2018,5,8,19:00:00,19,Av. Corrientes y Av. Dorrego,15,-58.44759966,-34.59170240,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,82.0,2018-05-09
2018-0048,2018-05-09,2018,5,9,10:30:00,10,Rivadavia Av. y Pedernera,7,-58.46411215,-34.62925068,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,57.0,2018-05-16
2018-0049,2018-05-11,2018,5,11,19:15:00,19,Quesada 2300,13,-58.46213220,-34.55395823,PEATON,PEATON-AUTO,PEATON,AUTO,40.0,2018-05-13
2018-0050,2018-05-14,2018,5,14,18:45:00,18,Cabildo Av. y Juramento Av.,13,-58.45669422,-34.56203610,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,47.0,2018-05-24
2018-0051,2018-05-15,2018,5,15,21:15:00,21,"California y Carbonari, Francisco, Cmte.",4,-58.35977160,-34.64341878,PEATON,PEATON-AUTO,PEATON,AUTO,57.0,2018-05-15
2018-0052,2018-05-18,2018,5,18,20:30:00,20,"Carril, Salvador Maria Del Av. y Nazca",15,-58.49820145,-34.59070093,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,78.0,2018-05-19
2018-0053,2018-05-20,2018,5,20,02:30:00,2,San Luis y Aguero,3,-58.41059280,-34.59939180,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,43.0,2018-05-20
2018-0054,2018-05-22,2018,5,22,11:15:00,11,Lugones 2430,12,-58.47969138,-34.57121563,PEATON,PEATON-BICICLETA,PEATON,BICICLETA,86.0,2018-05-25
2018-0055,2018-05-29,2018,5,29,07:30:00,7,Independencia Av. y Jujuy Av.,3,-58.40351561,-34.61883916,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,21.0,2018-05-29
2018-0056,2018-06-02,2018,6,2,13:00:00,13,Av. Rivadavia 11050,9,-58.51973844,-34.63918987,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,69.0,2018-06-04
2018-0057,2018-06-03,2018,6,3,03:30:00,3,Combate De Los Pozos y Humberto 1°,3,-58.39311376,-34.62163006,CONDUCTOR,MOTO-PASAJEROS,MOTO,PASAJEROS,33.0,2018-06-04
2018-0058,2018-06-03,2018,6,3,06:30:00,6,Cordoba Av. y Thames,15,-58.43531242,-34.59082159,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,26.0,2018-06-13
2018-0059,2018-06-08,2018,6,8,06:20:00,6,"Garay, Juan De Av. y Sanchez De Loria",5,-58.41178165,-34.63035454,CONDUCTOR,MOTO-MOVIL,MOTO,OTRO,54.0,2018-06-08
2018-0060,2018-06-08,2018,6,8,12:50:00,12,"Lavalle y Alem, Leandro N. Av.",1,-58.37048800,-34.60189492,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,51.0,2018-06-08
2018-0061,2018-06-10,2018,6,10,11:15:00,11,Estados Unidos y Pichincha,3,-58.39883882,-34.61964833,CONDUCTOR,MOTO-MOTO,MOTO,MOTO,51.0,2018-06-10
2018-0062,2018-06-14,2018,6,14,01:00:00,1,Rosario y Barco Centenera Del,6,-58.44110156,-34.62082399,PEATON,PEATON-CARGAS,PEATON,CARGAS,32.0,2018-06-14
2018-0063,2018-06-16,2018,6,16,21:15:00,21,Av. Leandro N. Alem y Viamonte,1,-58.37093138,-34.59952725,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,28.0,2018-06-17
2018-0064,2018-06-25,2018,6,25,01:15:00,1,Varela Av. y Primera Junta,7,-58.45855262,-34.63953253,CONDUCTOR,AUTO-CARGAS,AUTO,CARGAS,30.0,2018-06-25
2018-0065,2018-06-26,2018,6,26,17:30:00,17,"Pellegrini, Carlos y Juncal",1,-58.38161909,-34.59283447,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,35.0,2018-06-26
2018-0066,2018-06-28,2018,6,28,11:00:00,11,Av. Corrientes y Av. Federico Lacroze,15,-58.45511899,-34.58698157,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,73.0,2018-06-28
2018-0067,2018-06-29,2018,6,29,16:15:00,16,"Montes De Oca, Manuel y Finochietto Enrique Dr.",4,-58.37724226,-34.62973033,PASAJERO_ACOMPAÑANTE,PASAJEROS-AUTO,PASAJEROS,AUTO,81.0,2018-07-06
2018-0068,2018-07-01,2018,7,1,09:00:00,9,"Carabobo Av. y Alberdi, Juan Bautista Av.",7,-58.45546217,-34.62930339,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,21.0,2018-07-01
2018-0069,2018-07-04,2018,7,4,21:45:00,21,"Córdoba Av. 2215

",2,-58.39897064,-34.59954925,CICLISTA,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,20.0,2018-07-04
2018-0070,2018-07-07,2018,7,7,15:45:00,15,"Estados Unidos y Urquiza, Gral.",3,-58.40917826,-34.62126274,CONDUCTOR,MOTO-PASAJEROS,MOTO,PASAJEROS,33.0,2018-07-07
2018-0071,2018-07-10,2018,7,10,17:50:00,17,Moreno y Av. Huergo,1,-58.36726348,-34.61099738,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,,2018-07-10
2018-0072,2018-07-11,2018,7,11,13:15:00,13,"AU Dellepiane kilometro 0.0, altura calle Montiel, sentido hacia el Centro Porteño",8,-58.48267426,-34.68454456,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,27.0,2018-07-13
2018-0073,2018-07-11,2018,7,11,15:45:00,15,"Iriarte, Gral. Av. 3400",4,-58.39546165,-34.65168841,PEATON,PEATON-CARGAS,PEATON,CARGAS,67.0,2018-07-11
2018-0074,2018-07-14,2018,7,14,06:04:00,6,AV. JUAN B. ALBERDI 2968,7,-58.46941984,-34.63376545,CONDUCTOR,AUTO-CARGAS,AUTO,CARGAS,25.0,2018-07-14
2018-0075,2018-07-15,2018,7,15,07:30:00,7,Del Libertador Av. y Ortiz De Ocampo,14,-58.40367321,-34.58129246,PEATON,PEATON-AUTO,PEATON,AUTO,23.0,2018-07-15
2018-0076,2018-07-16,2018,7,16,09:30:00,9,"Chavez, Jorge y Paz, Gral. Av.",9,-58.52932872,-34.65014993,CONDUCTOR,AUTO-CARGAS,AUTO,CARGAS,73.0,2018-07-16
2018-0077,2018-07-16,2018,7,16,23:15:00,23,"Urquiza, Gral. y Estados Unidos",3,-58.40917826,-34.62126274,CONDUCTOR,AUTO-CARGAS,AUTO,CARGAS,58.0,2018-07-17
2018-0078,2018-07-21,2018,7,21,06:15:00,6,Paraguay y Sánchez De Bustamante,2,-58.41264127,-34.59473294,PEATON,PEATON-AUTO,PEATON,AUTO,27.0,2018-07-21
2018-0079,2018-07-23,2018,7,23,07:15:00,7,"De Los Corrales Av. y Paz, Gral. Av.",9,-58.50877521,-34.66977709,PEATON,PEATON-CARGAS,PEATON,CARGAS,,2018-07-23
2018-0080,2018-07-25,2018,7,25,22:22:00,22,"Alberdi, Juan Bautista Av. y Carhue",9,-58.51232237,-34.65903530,PEATON,PEATON-AUTO,PEATON,AUTO,26.0,2018-07-25
2018-0081,2018-07-29,2018,7,29,06:30:00,6,Castañares Av. y Rivera Indarte Av.,7,-58.44744156,-34.64567171,PEATON,MULTIPLE,PEATON,MULTIPLE,35.0,2018-07-29
2018-0082,2018-08-01,2018,8,1,15:53:00,15,"Larrazabal y Garzon, Eugenio, Gral. Av.",9,-58.49441273,-34.65869968,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,17.0,2018-08-01
2018-0083,2018-08-02,2018,8,2,05:20:00,5,"Paz, Gral. Av. y Fernandez De La Cruz, F., Gral. Av.",8,-58.47976785,-34.69153196,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,,2018-08-02
2018-0084,2018-08-03,2018,8,3,07:25:00,7,Av. Alicia Moreau de Justo y Cochabamba,1,-58.36523349,-34.62260331,PEATON,PEATON-CARGAS,PEATON,CARGAS,45.0,2018-08-03
2018-0085,2018-08-03,2018,8,3,18:16:00,18,"Entre Rios Av. y Garay, Juan De Av.",3,-58.39118948,-34.62704273,PASAJERO_ACOMPAÑANTE,MOTO-PASAJEROS,MOTO,PASAJEROS,22.0,2018-08-03
2018-0085,2018-08-03,2018,8,3,18:16:00,18,"Entre Rios Av. y Garay, Juan De Av.",3,-58.39118948,-34.62704273,CONDUCTOR,MOTO-PASAJEROS,MOTO,PASAJEROS,30.0,2018-08-03
2018-0086,2018-08-10,2018,8,10,21:44:00,21,Directorio Av. y Guardia Nacional,9,-58.49019551,-34.65015854,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,40.0,2018-08-10
2018-0087,2018-08-15,2018,8,15,19:20:00,19,Pavon Av. Y Colombres,5,-58.41644362,-34.63023775,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,75.0,2018-08-20
2018-0088,2018-08-17,2018,8,17,16:36:00,16,Av. Gral. Paz y Av. Dr. Ricardo Balbín,12,-58.50073810,-34.54979510,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,,2018-08-17
2018-0089,2018-08-17,2018,8,17,17:56:00,17,Pichincha Av. y Brasil,4,-58.39626094,-34.63036565,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,80.0,2018-08-17
