ID_hecho,FECHA,AAAA,MM,DD,HORA,HH,LUGAR_DEL_HECHO,COMUNA,pos x,pos y,ROL,PARTICIPANTES,VICTIMA,ACUSADO,EDAD_victima,FECHA_FALLECIMIENTO
2018-0090,2018-08-18,2018,8,18,10:34:00,10,27 De Febrero Av. y Pergamino,8,-58.43284809,-34.67051543,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,27.0,2018-08-18
2018-0091,2018-08-19,2018,8,19,18:47:00,18,AU Perito Moreno KM 1.8 ALTURA BARRAGAN SENTIDO PBA,9,-58.52280139,-34.63659934,PASAJERO_ACOMPAÑANTE,AUTO-AUTO,AUTO,AUTO,23.0,2018-08-19
2018-0092,2018-08-20,2018,8,20,08:20:00,8,Cordoba Av. y Gascon,14,-58.42336930,-34.59774487,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,23.0,2018-08-20
2018-0093,2018-08-20,2018,8,20,08:41:00,8,15 De Noviembre De 1889 1513,1,-58.38691681,-34.63105973,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,24.0,2018-08-20
2018-0094,2018-08-23,2018,8,23,05:35:00,5,"Salguero, Jeronimo y Beruti",14,-58.41169020,-34.58579880,CONDUCTOR,MOTO-PASAJEROS,MOTO,PASAJEROS,32.0,2018-08-23
2018-0095,2018-08-26,2018,8,26,00:59:00,0,"Lacarra Av. y Dellepiane, Luis, Tte. Gral.",9,-58.46739825,-34.65117757,PASAJERO_ACOMPAÑANTE,AUTO-AUTO,AUTO,AUTO,49.0,2018-08-26
2018-0096,2018-08-31,2018,8,31,22:20:00,22,"AU Héctor J. Cámpora y Roca, Cnel. Av.",8,-58.44483258,-34.67152226,PEATON,PEATON-AUTO,PEATON,AUTO,39.0,2018-08-31
2018-0097,2018-09-02,2018,9,2,10:50:00,10,Av. Varela y Av. Int. Francisco Rabanal,8,-58.43254025,-34.66128115,CONDUCTOR,AUTO-MOVIL,AUTO,OTRO,35.0,2018-09-02
2018-0098,2018-09-09,2018,9,9,05:00:00,5,Av. Gral. Paz e/ Ferre y Beron de Astrada,8,-58.47199387,-34.69640164,CONDUCTOR,AUTO-AUTO,AUTO,AUTO,55.0,2018-09-09
2018-0098,2018-09-09,2018,9,9,05:00:00,5,Av. Gral. Paz e/ Ferre y Beron de Astrada,8,-58.47199387,-34.69640164,PASAJERO_ACOMPAÑANTE,AUTO-AUTO,AUTO,AUTO,54.0,2018-09-09
2018-0099,2018-09-12,2018,9,12,14:25:00,14,Rivadavia Av. y Pedernera,7,-58.46411215,-34.62925068,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,18.0,2018-09-13
2018-0100,2018-09-20,2018,9,20,10:30:00,10,Elvira Rawson de Dellepiane 150,1,-58.36217754,-34.62367156,SD,MOTO-AUTO,MOTO,AUTO,33.0,2018-09-20
2018-0101,2018-09-21,2018,9,21,00:15:00,0,"Paz, Gral. Av. y Zapiola",12,-58.48098594,-34.54073130,CONDUCTOR,MULTIPLE,AUTO,MULTIPLE,,2018-09-21
2018-0102,2018-09-21,2018,9,21,00:30:00,0,FAMATINA Y DIOGENES TABORDA,4,-58.41083404,-34.64640709,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,20.0,2018-09-21
2018-0103,2018-09-27,2018,9,27,17:51:00,17,Av. Castañares y Bonorino,7,-58.44609828,-34.64446729,PEATON,PEATON-MOTO,PEATON,MOTO,1.0,2018-09-29
2018-0104,2018-10-01,2018,10,1,08:58:00,8,AU Frondizi 9 de Julio Sur y Av. Suarez,4,-58.37709334,-34.64035082,CONDUCTOR,MOTO-MOTO,MOTO,MOTO,22.0,2018-10-01
2018-0105,2018-10-03,2018,10,3,18:12:00,18,Nazca Av. y Rivadavia Av.,7,-58.46963952,-34.63070603,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,56.0,2018-10-03
2018-0106,2018-10-04,2018,10,4,22:02:00,22,"Figueroa Alcorta, Pres. Av. y Echeverria",13,-58.43674281,-34.55161027,CONDUCTOR,MOTO-MOTO,MOTO,MOTO,27.0,2018-10-04
2018-0107,2018-10-06,2018,10,6,14:20:00,14,Rivadavia Av. y Jujuy Av.,3,-58.40596860,-34.61011987,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,62.0,2018-10-06
2018-0108,2018-10-09,2018,10,9,14:00:00,14,"De Los Italianos Av. y Guemes, Macacha",1,-58.36154069,-34.60463618,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,37.0,2018-10-10
2018-0109,2018-10-10,2018,10,10,22:12:00,22,"Tucuman y Alem, Leandro N. Av.",1,-58.37062179,-34.60066507,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,34.0,2018-10-10
2018-0110,2018-10-13,2018,10,13,03:05:00,3,"Corrientes Av. y Gallardo, Angel Av.",15,-58.43220014,-34.60207186,PEATON,PEATON-MOTO,PEATON,MOTO,60.0,2018-10-14
2018-0111,2018-10-19,2018,10,19,12:13:00,12,AU Perito Moreno y Av. Eva Perón SENTIDO CENTRO,9,-58.46958442,-34.64949724,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,28.0,2018-10-19
2018-0112,2018-10-24,2018,10,24,09:18:00,9,Muñecas y Serrano,15,-58.44671397,-34.59970903,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,28.0,2018-10-24
2018-0113,2018-10-25,2018,10,25,11:00:00,11,"Artigas, Jose Gervasio, Gral. y Tres Arroyos",11,-58.47152163,-34.61474911,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,20.0,2018-10-25
2018-0114,2018-10-30,2018,10,30,02:15:00,2,Solis e Independencia Av.,1,-58.39032921,-34.61807951,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,23.0,2018-10-30
2018-0115,2018-10-31,2018,10,31,12:30:00,12,"Bosch, Ventura y Paz, Gral. Av.",9,-58.52887773,-34.64297861,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,42.0,2018-11-01
2018-0116,2018-11-01,2018,11,1,10:50:00,10,"Paz, Gral. Av. 14800",8,-58.49371157,-34.67981324,PEATON,PEATON-CARGAS,PEATON,CARGAS,48.0,2018-11-08
2018-0117,2018-11-04,2018,11,4,08:15:00,8,Av. Eva Perón 5321,9,-58.48266599,-34.66012327,CONDUCTOR,MOTO-MOTO,MOTO,MOTO,30.0,2018-11-08
2018-0118,2018-11-05,2018,11,5,14:49:00,14,"Peron, Juan Domingo, Tte. General y Pueyrredon Av.",3,-58.40612253,-34.60774301,PEATON,PEATON-MOTO,PEATON,MOTO,80.0,2018-11-05
2018-0119,2018-11-05,2018,11,5,22:35:00,22,Rabanal y San Pedrito,8,-58.43613623,-34.66292532,PEATON,PEATON-SD,PEATON,SD,32.0,2018-11-06
2018-0120,2018-11-09,2018,11,9,13:34:00,13,Monroe y Alvarez Thomas Av.,12,-58.48250732,-34.57208238,PEATON,PEATON-AUTO,PEATON,AUTO,51.0,2018-11-20
2018-0121,2018-11-09,2018,11,9,16:32:00,16,Rivadavia Av. y Manzoni,10,-58.49945705,-34.63743280,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,72.0,2018-11-09
2018-0122,2018-11-12,2018,11,12,01:00:00,1,AU Dellepiane Luis Tte. Gral. y Larrazabal,8,-58.47743966,-34.67233407,CONDUCTOR,AUTO-AUTO,AUTO,AUTO,33.0,2018-11-12
2018-0123,2018-11-12,2018,11,12,03:32:00,3,"Paz, Gral. Av. y Peron, Eva Av.",9,-58.50251790,-34.67450313,CONDUCTOR,AUTO-SD,AUTO,SD,25.0,2018-11-12
2018-0124,2018-11-15,2018,11,15,19:40:00,19,AU Perito Moreno y Reservistas Argentinos,9,-58.52144411,-34.63682499,CONDUCTOR,CARGAS-CARGAS,CARGAS,CARGAS,44.0,2018-11-15
2018-0125,2018-11-16,2018,11,16,21:12:00,21,Saenz Av. y Ventana,4,-58.41650465,-34.65084045,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,29.0,2018-11-17
2018-0126,2018-11-18,2018,11,18,12:11:00,12,Avda. General Paz y Cnel. Ramón Falcón,9,-58.52994219,-34.64055918,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,27.0,2018-11-23
2018-0127,2018-11-19,2018,11,19,09:14:00,9,Av. Gral. Paz y Av. de los Constituyentes,12,-58.50993046,-34.56919739,CONDUCTOR,MOTO-MOTO,MOTO,MOTO,29.0,2018-11-19
2018-0128,2018-11-25,2018,11,25,04:30:00,4,"Paz, Gral. Av. 11200",9,-58.52844623,-34.64592873,PASAJERO_ACOMPAÑANTE,AUTO-PASAJEROS,AUTO,PASAJEROS,49.0,2018-11-25
2018-0128,2018-11-25,2018,11,25,04:30:00,4,"Paz, Gral. Av. 11200",9,-58.52844623,-34.64592873,PASAJERO_ACOMPAÑANTE,AUTO-PASAJEROS,AUTO,PASAJEROS,39.0,2018-11-25
2018-0129,2018-11-28,2018,11,28,04:01:00,4,"Newbery, Jorge Av. y Guevara",15,-58.45021367,-34.58695347,CONDUCTOR,MOTO-PASAJEROS,MOTO,PASAJEROS,37.0,2018-11-30
2018-0130,2018-12-03,2018,12,3,03:00:00,3,Gaona Av. y Segurola Av.,10,-58.49022072,-34.62770192,CONDUCTOR,MOTO-PASAJEROS,MOTO,PASAJEROS,,2018-12-03
2018-0131,2018-12-07,2018,12,7,19:10:00,19,"Madero, Eduardo Av. 550",1,-58.36860866,-34.60106568,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,29.0,2018-12-07
2018-0132,2018-12-12,2018,12,12,08:26:00,8,"AU Arturo Illia y Castillo, Ramon S.",2,-58.39490504,-34.57241534,PEATON,PEATON-CARGAS,PEATON,CARGAS,70.0,2018-12-12
2018-0133,2018-12-12,2018,12,12,14:07:00,14,Nazca Av. y Rivadavia Av.,7,-58.46963952,-34.63070603,PEATON,PEATON-CARGAS,PEATON,CARGAS,60.0,2018-12-12
2018-0134,2018-12-12,2018,12,12,21:00:00,21,La Plata Av. y Caseros Av.,7,-58.42349365,-34.64019887,PEATON,PEATON-MOTO,PEATON,MOTO,56.0,2018-12-13
2018-0135,2018-12-18,2018,12,18,14:40:00,14,Belgrano Av. y Peru,1,-58.37471802,-34.61265002,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,80.0,2018-12-22
2018-0136,2018-12-18,2018,12,18,15:42:00,15,Rivadavia Av. 7013,7,-58.46438789,-34.62913916,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,70.0,2018-12-18
2018-0137,2018-12-18,2018,12,18,20:15:00,20,Adolfo Alsina y Santiago del Estero,1,-58.38481975,-34.61100424,PASAJERO_ACOMPAÑANTE,MOTO-PASAJEROS,MOTO,PASAJEROS,29.0,2018-12-19
2018-0138,2018-12-21,2018,12,21,09:30:00,9,Bermudez 1893,10,-58.50751833,-34.62073702,PASAJERO_ACOMPAÑANTE,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS,79.0,2018-12-21
2018-0139,2018-12-22,2018,12,22,06:30:00,6,Santander 1974,7,-58.44682986,-34.63888084,PASAJERO_ACOMPAÑANTE,MOTO-MOTO,MOTO,MOTO,28.0,2018-12-24
2018-0140,2018-12-22,2018,12,22,08:05:00,8,Julieta Lanteri 1400,1,-58.36004650,-34.61381341,CONDUCTOR,AUTO-AUTO,AUTO,AUTO,78.0,2018-12-22
2018-0141,2018-12-22,2018,12,22,17:40:00,17,Maza y Av. Independencia,5,-58.41509546,-34.62085945,PEATON,PEATON-MOTO,PEATON,MOTO,75.0,2018-12-24
2018-0142,2018-12-25,2018,12,25,13:30:00,13,"PAZ, GRAL. AV. 5172",12,-58.50997604,-34.57251072,PASAJERO_ACOMPAÑANTE,CARGAS-PASAJEROS,CARGAS,PASAJEROS,32.0,2019-01-01
2018-0143,2018-12-29,2018,12,29,05:25:00,5,"Olivera Av. y Alberdi, Juan Bautista Av.",10,-58.48606475,-34.64047818,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,22.0,2018-12-29
2019-0001,2019-01-08,2019,1,8,08:30:00,8,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",2,-58.38526125,-34.57805810,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,25.0,2019-01-08
2019-0002,2019-01-09,2019,1,9,04:00:00,4,"CASTAÑARES AV. Y MORENO, PERITO AV.",7,-58.45463662,-34.65082149,CONDUCTOR,AUTO-CARGAS,AUTO,CARGAS,32.0,2019-01-09
2019-0003,2019-01-12,2019,1,12,08:00:00,8,SAN MARTIN AV. Y TERRADA,15,-58.49121672,-34.59718073,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,23.0,2019-01-12
2019-0004,2019-01-14,2019,1,14,19:58:00,19,"PERON, EVA AV. Y MEDINA",9,-58.47325712,-34.65284605,CONDUCTOR,AUTO-PASAJEROS,AUTO,PASAJEROS,71.0,2019-01-14
2019-0005,2019-01-19,2019,1,19,12:00:00,12,"JUSTO, JUAN B. AV. Y ALVAREZ JONTE AV.",10,-58.52108101,-34.63382309,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,43.0,2019-01-19
2019-0006,2019-01-23,2019,1,23,05:45:00,5,"OBLIGADO RAFAEL, AV. COSTANERA 4650",14,-58.41652702,-34.55509606,PEATON,PEATON-AUTO,PEATON,AUTO,12.0,2019-01-23
2019-0007,2019-01-26,2019,1,26,19:34:00,19,"MITRE, BARTOLOME Y YATAY",5,-58.42891604,-34.61071660,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,35.0,2019-01-26
2019-0008,2019-01-30,2019,1,30,22:45:00,22,"PAZ, GRAL. AV. 16080",8,-58.47802293,-34.69156793,CONDUCTOR,MULTIPLE,MOTO,MULTIPLE,42.0,2019-01-31
2019-0009,2019-01-31,2019,1,31,14:55:00,14,CHACABUCO Y SAN JUAN AV.,1,-58.37564821,-34.62200207,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,34.0,2019-01-31
2019-0010,2019-02-02,2019,2,2,07:50:00,7,DEL LIBERTADOR AV. 4100,14,-58.42668489,-34.56961468,PEATON,PEATON-AUTO,PEATON,AUTO,,2019-02-02
2019-0010,2019-02-02,2019,2,2,07:50:00,7,DEL LIBERTADOR AV. 4100,14,-58.42668489,-34.56961468,PEATON,PEATON-AUTO,PEATON,AUTO,59.0,2019-02-02
2019-0011,2019-02-10,2019,2,10,01:00:00,1,"PAZ, GRAL. AV. Y ALBERDI, JUAN BAUTISTA AV.",9,-58.51839930,-34.66252488,PEATON,PEATON-AUTO,PEATON,AUTO,,2019-02-10
2019-0012,2019-02-17,2019,2,17,03:16:00,3,"CASTAÑARES AV. Y GORDILLO, TIMOTEO",8,-58.48432691,-34.67665828,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,31.0,2019-02-20
2019-0013,2019-02-20,2019,2,20,07:30:00,7,SALVIGNY Y MOM,7,-58.43383830,-34.64457699,PEATON,PEATON-AUTO,PEATON,AUTO,39.0,2019-03-02
2019-0014,2019-02-20,2019,2,20,17:30:00,17,"LAMARCA, EMILIO 5402",11,-58.51664939,-34.58657938,CONDUCTOR,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,69.0,2019-02-20
2019-0015,2019-02-23,2019,2,23,06:57:00,6,SAN MARTIN AV. 5638,11,-58.49613012,-34.59703502,CONDUCTOR,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,21.0,2019-02-23
2019-0016,2019-02-24,2019,2,24,02:00:00,2,"CARRILLO, RAMON, DR. Y FINOCHIETTO ENRIQUE DR.",4,-58.38313603,-34.63356284,CONDUCTOR,MOTO-PASAJEROS,MOTO,PASAJEROS,40.0,2019-02-24
2019-0017,2019-03-03,2019,3,3,07:00:00,7,MEXICO Y PICHINCHA,3,-58.39914719,-34.61632317,CONDUCTOR,AUTO-PASAJEROS,AUTO,PASAJEROS,22.0,2019-03-07
2019-0018,2019-03-03,2019,3,3,23:30:00,23,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",13,-58.44927253,-34.54048625,PEATON,PEATON-AUTO,PEATON,AUTO,29.0,2019-03-03
2019-0019,2019-03-06,2019,3,6,12:00:00,12,DEL LIBERTADOR AV. 6326,13,-58.45049163,-34.55374003,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,,2019-03-26
2019-0020,2019-03-07,2019,3,7,21:01:00,21,CHICLANA AV. 3444,5,-58.41288952,-34.63572989,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,43.0,2019-03-07
2019-0021,2019-03-15,2019,3,15,22:50:00,22,BOYACA AV. Y YERBAL,7,-58.45743597,-34.62561234,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,23.0,2019-03-16
2019-0022,2019-03-15,2019,3,15,1900-01-02 00:00:00,0,ENTRE RIOS AV. BAJO PUENTE AUTOPISTA (1260 APROX),1,-58.39123782,-34.62352245,PASAJERO_ACOMPAÑANTE,AUTO-SD,AUTO,SD,,2019-03-15
2019-0023,2019-03-16,2019,3,16,08:28:00,8,"PAZ, GRAL. AV. Y JACQUES, AMADEO",9,-58.52922765,-34.63637963,CONDUCTOR,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,34.0,2019-03-16
2019-0024,2019-03-19,2019,3,19,1900-01-14 07:12:00,7,ANTARTIDA ARGENTINA AV. 1325,1,-58.37208118,-34.58541957,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,32.0,2019-03-19
2019-0025,2019-03-22,2019,3,22,13:10:00,13,"MITRE, BARTOLOME Y SANCHEZ DE BUSTAMANTE",5,-58.41458534,-34.60937557,PEATON,PEATON-AUTO,PEATON,AUTO,27.0,2019-04-04
2019-0026,2019-03-28,2019,3,28,07:32:00,7,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LARRAZABAL",8,-58.47976785,-34.69153196,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,,2019-03-28
2019-0027,2019-03-28,2019,3,28,11:11:00,11,SANTA FE AV. Y AZCUENAGA,2,-58.39990285,-34.59511714,CICLISTA,MULTIPLE,BICICLETA,MULTIPLE,37.0,2019-03-28
2019-0028,2019-04-06,2019,4,6,09:15:00,9,"JUSTO, JUAN B. AV. y OROÑO, NICASIO",11,-58.46051346,-34.60588536,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,,2019-04-06
2019-0029,2019-04-07,2019,4,7,10:15:00,10,"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LACARRA AV.",8,-58.47976785,-34.69153196,CONDUCTOR,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,27.0,2019-04-07
2019-0030,2019-04-09,2019,4,9,16:00:00,16,"ALVAREZ, DONATO, TTE. GRAL. Y YERBAL",7,-58.45457546,-34.62447891,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,25.0,2019-04-09
2019-0031,2019-04-12,2019,4,12,19:55:00,19,"CORDOBA AV. Y MADERO, EDUARDO AV.",1,-58.36951669,-34.59832047,CICLISTA,BICICLETA-CARGAS,BICICLETA,CARGAS,20.0,2019-04-12
2019-0032,2019-04-16,2019,4,16,11:00:00,11,"CAMARONES Y ALVAREZ, DONATO, TTE. GRAL. AV.",11,-58.46415322,-34.60443790,PEATON,PEATON-AUTO,PEATON,AUTO,83.0,2019-04-18
2019-0033,2019-04-18,2019,4,18,01:00:00,1,"AUTOPISTA 25 DE MAYO Y HUERGO, ING. AV.",1,-58.36607137,-34.62150748,CONDUCTOR,MOTO-SD,MOTO,SD,25.0,2019-04-18
2019-0034,2019-04-21,2019,4,21,09:08:00,9,"MORENO, PERITO AV. 3050",7,-58.45537373,-34.65093074,CONDUCTOR,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,,2019-04-21
2019-0035,2019-04-23,2019,4,23,14:10:00,14,SUIPACHA 665,1,-58.37942637,-34.60053054,PEATON,PEATON-BICICLETA,PEATON,BICICLETA,75.0,2019-04-23
2019-0036,2019-04-26,2019,4,26,22:46:00,22,RIGLOS Y FORMOSA,6,-58.43680440,-34.62147504,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,34.0,2019-05-02
2019-0037,2019-05-01,2019,5,1,23:10:00,23,LA RIOJA E INDEPENDENCIA AV.,3,-58.40778291,-34.61971907,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,17.0,2019-05-01
2019-0038,2019-05-04,2019,5,4,14:10:00,14,"UDAONDO, GUILLERMO AV. Y FIGUEROA ALCORTA, PRES. AV.",13,-58.45212523,-34.54628513,PEATON,PEATON-MOTO,PEATON,MOTO,42.0,2019-05-05
2019-0105,2019-05-05,2019,5,5,11:00:00,11,SANTO TOME Y SEGUROLA AV.,10,-58.50512382,-34.61520391,PEATON,PEATON-AUTO,PEATON,AUTO,82.0,2019-05-08
2019-0039,2019-05-09,2019,5,9,03:05:00,3,SAN PEDRITO AV. Y DIRECTORIO AV.,7,-58.46749188,-34.63551751,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,28.0,2019-05-09
2019-0040,2019-05-09,2019,5,9,12:45:00,12,PUAN Y SANTANDER,7,-58.44263580,-34.63679732,CONDUCTOR,MOTO-SD,MOTO,SD,44.0,2019-05-15
2019-0041,2019-05-11,2019,5,11,20:30:00,20,"ALBERDI, JUAN BAUTISTA AV. Y ANDALGALA",9,-58.51140289,-34.65846419,PASAJERO_ACOMPAÑANTE,MULTIPLE,AUTO,MULTIPLE,78.0,2019-05-11
2019-0042,2019-05-14,2019,5,14,15:00:00,15,LIMA Y CONSTITUCION,1,-58.38211431,-34.62465368,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,39.0,2019-05-14
2019-0043,2019-05-21,2019,5,21,09:00:00,9,"CORDOBA AV. Y MADERO, EDUARDO AV.",1,-58.36951669,-34.59832047,CICLISTA,BICICLETA-CARGAS,BICICLETA,CARGAS,,2019-05-21
2019-0044,2019-05-27,2019,5,27,12:45:00,12,BOEDO AV. 650,5,-58.41635217,-34.62036547,PEATON,PEATON-MOTO,PEATON,MOTO,77.0,2019-05-29
2019-0045,2019-06-03,2019,6,3,07:27:00,7,DEL LIBERTADOR AV. Y REPUBLICA DE LA INDIA,14,-58.41316147,-34.57579669,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,33.0,2019-06-03
2019-0046,2019-06-04,2019,6,4,09:00:00,9,GRAL PAZ Y CABILDO,13,-58.47617802,-34.53825652,PASAJERO_ACOMPAÑANTE,MOTO-AUTO,MOTO,AUTO,26.0,2019-06-04
2019-0047,2019-06-06,2019,6,6,10:00:00,10,CASEROS AV. 1700,4,-58.38641783,-34.63330028,PEATON,PEATON-CARGAS,PEATON,CARGAS,76.0,2019-06-06
2019-0048,2019-06-07,2019,6,7,07:00:00,7,AVELLANEDA AV. 1548,6,-58.45322169,-34.62038137,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,32.0,2019-06-07
2019-0049,2019-06-08,2019,6,8,09:20:00,9,CIUDAD DE LA PAZ Y MENDOZA,13,-58.45849057,-34.56166498,PEATON,PEATON-CARGAS,PEATON,CARGAS,72.0,2019-06-09
2019-0050,2019-06-08,2019,6,8,23:35:00,23,"SALGUERO, JERONIMO Y HONDURAS AV.",14,-58.41829559,-34.59411677,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,21.0,2019-06-09
2019-0051,2019-06-11,2019,6,11,10:00:00,10,"FILIBERTO, JUAN DE DIOS Y OLAVARRIA",4,-58.36376488,-34.63832093,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,41.0,2019-06-11
2019-0053,2019-06-14,2019,6,14,17:20:00,17,ASTURIAS AV. Y CASTAÑARES AV.,8,-58.46442668,-34.66004784,PASAJERO_ACOMPAÑANTE,AUTO-AUTO,AUTO,AUTO,49.0,2019-06-14
2019-0054,2019-06-20,2019,6,20,03:00:00,3,GANDARA 2976,15,-58.48222035,-34.58428769,CONDUCTOR,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,21.0,2019-06-20
2019-0055,2019-06-20,2019,6,20,19:45:00,19,"GUEVARA, TRINIDAD Y MADERO, EDUARDO AV.",1,-58.36819005,-34.60283208,CONDUCTOR,MOTO-PASAJEROS,MOTO,PASAJEROS,47.0,2019-06-21
2019-0056,2019-06-29,2019,6,29,17:16:00,17,BOYACA AV. 305,7,-58.45877601,-34.62330939,PEATON,PEATON-AUTO,PEATON,AUTO,75.0,2019-06-29
2019-0057,2019-07-05,2019,7,5,19:00:00,19,ARTILLEROS Y LA PAMPA,13,-58.44196498,-34.55760517,PEATON,PEATON-AUTO,PEATON,AUTO,63.0,2019-07-08
2019-0058,2019-07-10,2019,7,10,09:20:00,9,AUTOPISTA PERITO MORENO ALTURA PASO A NIVEL DE IRIGOYEN,10,-58.50622631,-34.63627822,CONDUCTOR,MOTO-PASAJEROS,MOTO,PASAJEROS,39.0,2019-07-10
2019-0059,2019-07-13,2019,7,13,22:35:00,22,15 DE NOVIEMBRE DE 1889 Y SANTIAGO DEL ESTERO,1,-58.38410880,-34.63099197,CONDUCTOR,MOTO-PASAJEROS,MOTO,PASAJEROS,30.0,2019-07-13
2019-0060,2019-07-17,2019,7,17,11:20:00,11,"ACOSTA, MARIANO AV. Y FALCON, RAMON L., CNEL.",10,-58.48100602,-34.63504312,PEATON,PEATON-AUTO,PEATON,AUTO,78.0,2019-07-17
2019-0061,2019-07-17,2019,7,17,18:40:00,18,11 DE SEPTIEMBRE DE 1888 Y MENDOZA,13,-58.45200171,-34.55781320,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,58.0,2019-07-17
2019-0062,2019-08-01,2019,8,1,23:00:00,23,"PINO, VIRREY DEL Y CAMPOS, LUIS M. AV.",13,-58.44462132,-34.56201105,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,60.0,2019-08-02
2019-0063,2019-08-04,2019,8,4,01:30:00,1,FOREST AV. Y MAURE,15,-58.45220688,-34.58711712,PASAJERO_ACOMPAÑANTE,MOTO-PASAJEROS,MOTO,PASAJEROS,,2019-08-04
2019-0064,2019-08-06,2019,8,6,03:15:00,3,"BOYACA AV. Y AVELLANEDA AV,",7,-58.45962210,-34.62245140,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,20.0,2019-08-06
2019-0065,2019-08-08,2019,8,8,16:45:00,16,BARCO CENTENERA DEL Y TILCARA,4,-58.41970850,-34.65414867,PEATON,PEATON-PASAJEROS,PEATON,PASAJEROS,55.0,2019-08-09
2019-0066,2019-08-11,2019,8,11,21:15:00,21,RIESTRA AV. Y BOLIVAR,7,-58.44187596,-34.64938031,PEATON,PEATON-AUTO,PEATON,AUTO,40.0,2019-08-11
2019-0067,2019-08-14,2019,8,14,15:00:00,15,"CASTRO, EMILIO 4706",10,-58.49101637,-34.64276621,CONDUCTOR,MOTO-CARGAS,MOTO,CARGAS,35.0,2019-08-14
2019-0068,2019-08-14,2019,8,14,17:40:00,17,27 DE FEBRERO AV. 5600,8,-58.42493829,-34.66256502,CONDUCTOR,MOTO-MOTO,MOTO,MOTO,53.0,2019-08-14
2019-0069,2019-08-17,2019,8,17,05:25:00,5,"GARAY, JUAN DE AV. 2874",4,-58.40489318,-34.62930162,CONDUCTOR,MOTO-AUTO,MOTO,AUTO,43.0,2019-08-17
2019-0070,2019-08-22,2019,8,22,12:30:00,12,"SCALABRINI ORTIZ, RAUL AV. y GORRITI",14,-58.42686680,-34.59217875,CONDUCTOR,MOTO-BICICLETA,MOTO,BICICLETA,25.0,2019-08-22
2019-0071,2019-08-27,2019,8,27,11:30:00,11,PRIMERA JUNTA Y OLIVERA AV.,9,-58.47961100,-34.65620398,PEATON,PEATON-CARGAS,PEATON,CARGAS,,2019-08-27
